y,x,,
1181270.22077,3056593.1485,,
1181252.50875,3056678.72386,,
1181238.67058,3056754.31841,,
1181233.49908,3056860.84021,,
1181241.63416,3057003.03046,,
1181260.26298,3057079.56824,,
1181283.23722,3057137.40871,,
1181338.45951,3057203.69074,,
1181429.06024,3057249.34439,,
1181525.88796,3057272.95422,,
1181640.36346,3057287.1073,,
1181777.54801,3057293.7683,,
1181901.01434,3057299.76322,,
1182047.18983,3057298.26601,,
1182165.92853,3057295.43658,,
1182311.22247,3057276.70686,,
1182470.73492,3057248.35361,,
1182581.95032,3057221.20882,,
1182695.27857,3057190.4972,,
1182824.50773,3057148.64035,,
1182954.56976,3057089.63395,,
1183025.58872,3057054.62078,,
1183104.99399,3057000.67418,,
1183187.5428,3056930.28517,,
1183266.24073,3056865.82672,,
1183358.61026,3056768.89064,,
1183409.40708,3056678.53108,,
1183446.3185,3056590.9353,,
1183470.8096,3056511.33148,,
1183487.8086,3056409.01698,,
1183498.7805,3056289.21993,,
1183502.85952,3056205.18718,,
1183502.90922,3056062.51301,,
1183492.28644,3055891.81696,,
1183487.32436,3055781.56049,,
1183475.58591,3055669.25619,,
1183450.02784,3055487.52156,,
1183349.08959,3054769.24228,,
1183349.18705,3054660.95067,,
1183356.22695,3054551.27688,,
1183366.16483,3054488.15639,,
1183392.86751,3054398.34535,,
1183424.96423,3054303.63895,,
1183461.78943,3054217.7568,,
1183499.74706,3054143.96245,,
1183531.89452,3054083.63812,,
1183577.88226,3054020.51087,,
1183644.95245,3053930.54673,,
1183708.14891,3053850.56371,,
1183791.21031,3053769.60711,,
1183881.71988,3053696.27523,,
1184113.5282,3053503.32347,,
1184379.77428,3053294.48355,,
1184614.73699,3053092.72003,,
1184704.22384,3053019.7036,,
1184777.8609,3052954.51352,,
1184995.59188,3052753.63112,,
1185123.25384,3052637.77003,,
1185219.13291,3052539.27687,,
1185300.10104,3052441.35079,,
1185343.87834,3052377.37202,,
1185384.5199,3052308.15641,,
1185414.52454,3052248.59447,,
1185446.25978,3052144.59588,,
1185460.07238,3052036.96599,,
1185463.39805,3051968.36561,,
1185456.26792,3051902.69645,,
1185450.35381,3051847.40048,,
1185428.87016,3051758.68806,,
1185391.03776,3051688.09264,,
1185334.92327,3051604.57786,,
1185241.24708,3051515.80452,,
1185184.42417,3051471.34387,,
1185105.28028,3051412.94839,,
1185035.1664,3051370.01237,,
1184939.6616,3051318.96967,,
1184821.78016,3051268.56161,,
1184748.07045,3051228.88967,,
1184683.68332,3051174.19846,,
1184628.5356,3051106.20299,,
1184601.70978,3051056.77039,,
1184577.0144,3050998.846,,
1184559.0428,3050908.58619,,
1184559.57194,3050862.1984,,
